TriangularNumber({'a': 57, 'b': 84, 'c': 97, 'u': MembershipFunctionNaive{'a': 57, 'b': 84, 'c': 97}})
TriangularNumber({'a': 21, 'b': 37, 'c': 46, 'u': MembershipFunctionNaive{'a': 21, 'b': 37, 'c': 46}})
TriangularNumber({'a': 3, 'b': 4, 'c': 40, 'u': MembershipFunctionNaive{'a': 3, 'b': 4, 'c': 40}})
TriangularNumber({'a': 22, 'b': 26, 'c': 96, 'u': MembershipFunctionNaive{'a': 22, 'b': 26, 'c': 96}})
TriangularNumber({'a': 44, 'b': 91, 'c': 96, 'u': MembershipFunctionNaive{'a': 44, 'b': 91, 'c': 96}})
TriangularNumber({'a': 18, 'b': 50, 'c': 75, 'u': MembershipFunctionNaive{'a': 18, 'b': 50, 'c': 75}})
TriangularNumber({'a': 26, 'b': 93, 'c': 94, 'u': MembershipFunctionNaive{'a': 26, 'b': 93, 'c': 94}})
TriangularNumber({'a': 13, 'b': 37, 'c': 80, 'u': MembershipFunctionNaive{'a': 13, 'b': 37, 'c': 80}})
TriangularNumber({'a': 30, 'b': 39, 'c': 65, 'u': MembershipFunctionNaive{'a': 30, 'b': 39, 'c': 65}})
TriangularNumber({'a': 22, 'b': 64, 'c': 85, 'u': MembershipFunctionNaive{'a': 22, 'b': 64, 'c': 85}})
TriangularNumber({'a': 5, 'b': 32, 'c': 74, 'u': MembershipFunctionNaive{'a': 5, 'b': 32, 'c': 74}})
TriangularNumber({'a': 16, 'b': 99, 'c': 100, 'u': MembershipFunctionNaive{'a': 16, 'b': 99, 'c': 100}})
TriangularNumber({'a': 27, 'b': 79, 'c': 96, 'u': MembershipFunctionNaive{'a': 27, 'b': 79, 'c': 96}})
TriangularNumber({'a': 8, 'b': 66, 'c': 70, 'u': MembershipFunctionNaive{'a': 8, 'b': 66, 'c': 70}})
TriangularNumber({'a': 16, 'b': 99, 'c': 100, 'u': MembershipFunctionNaive{'a': 16, 'b': 99, 'c': 100}})
TriangularNumber({'a': 26, 'b': 57, 'c': 89, 'u': MembershipFunctionNaive{'a': 26, 'b': 57, 'c': 89}})
TriangularNumber({'a': 95, 'b': 99, 'c': 100, 'u': MembershipFunctionNaive{'a': 95, 'b': 99, 'c': 100}})
TriangularNumber({'a': 60, 'b': 74, 'c': 97, 'u': MembershipFunctionNaive{'a': 60, 'b': 74, 'c': 97}})
TriangularNumber({'a': 32, 'b': 68, 'c': 82, 'u': MembershipFunctionNaive{'a': 32, 'b': 68, 'c': 82}})
TriangularNumber({'a': 7, 'b': 34, 'c': 67, 'u': MembershipFunctionNaive{'a': 7, 'b': 34, 'c': 67}})
TriangularNumber({'a': 4, 'b': 7, 'c': 60, 'u': MembershipFunctionNaive{'a': 4, 'b': 7, 'c': 60}})
TriangularNumber({'a': 39, 'b': 43, 'c': 63, 'u': MembershipFunctionNaive{'a': 39, 'b': 43, 'c': 63}})
TriangularNumber({'a': 2, 'b': 67, 'c': 98, 'u': MembershipFunctionNaive{'a': 2, 'b': 67, 'c': 98}})
TriangularNumber({'a': 50, 'b': 66, 'c': 86, 'u': MembershipFunctionNaive{'a': 50, 'b': 66, 'c': 86}})
TriangularNumber({'a': 32, 'b': 88, 'c': 91, 'u': MembershipFunctionNaive{'a': 32, 'b': 88, 'c': 91}})
TriangularNumber({'a': 73, 'b': 76, 'c': 95, 'u': MembershipFunctionNaive{'a': 73, 'b': 76, 'c': 95}})
TriangularNumber({'a': 5, 'b': 9, 'c': 69, 'u': MembershipFunctionNaive{'a': 5, 'b': 9, 'c': 69}})
TriangularNumber({'a': 4, 'b': 34, 'c': 77, 'u': MembershipFunctionNaive{'a': 4, 'b': 34, 'c': 77}})
TriangularNumber({'a': 2, 'b': 4, 'c': 38, 'u': MembershipFunctionNaive{'a': 2, 'b': 4, 'c': 38}})
TriangularNumber({'a': 7, 'b': 11, 'c': 90, 'u': MembershipFunctionNaive{'a': 7, 'b': 11, 'c': 90}})
TriangularNumber({'a': 16, 'b': 36, 'c': 37, 'u': MembershipFunctionNaive{'a': 16, 'b': 36, 'c': 37}})
TriangularNumber({'a': 15, 'b': 23, 'c': 30, 'u': MembershipFunctionNaive{'a': 15, 'b': 23, 'c': 30}})
TriangularNumber({'a': 89, 'b': 91, 'c': 94, 'u': MembershipFunctionNaive{'a': 89, 'b': 91, 'c': 94}})
TriangularNumber({'a': 60, 'b': 76, 'c': 82, 'u': MembershipFunctionNaive{'a': 60, 'b': 76, 'c': 82}})
TriangularNumber({'a': 16, 'b': 19, 'c': 33, 'u': MembershipFunctionNaive{'a': 16, 'b': 19, 'c': 33}})
TriangularNumber({'a': 24, 'b': 44, 'c': 60, 'u': MembershipFunctionNaive{'a': 24, 'b': 44, 'c': 60}})
TriangularNumber({'a': 35, 'b': 95, 'c': 96, 'u': MembershipFunctionNaive{'a': 35, 'b': 95, 'c': 96}})
TriangularNumber({'a': 10, 'b': 48, 'c': 94, 'u': MembershipFunctionNaive{'a': 10, 'b': 48, 'c': 94}})
TriangularNumber({'a': 29, 'b': 40, 'c': 93, 'u': MembershipFunctionNaive{'a': 29, 'b': 40, 'c': 93}})
TriangularNumber({'a': 14, 'b': 78, 'c': 94, 'u': MembershipFunctionNaive{'a': 14, 'b': 78, 'c': 94}})
TriangularNumber({'a': 2, 'b': 34, 'c': 58, 'u': MembershipFunctionNaive{'a': 2, 'b': 34, 'c': 58}})
TriangularNumber({'a': 4, 'b': 20, 'c': 24, 'u': MembershipFunctionNaive{'a': 4, 'b': 20, 'c': 24}})
TriangularNumber({'a': 22, 'b': 31, 'c': 98, 'u': MembershipFunctionNaive{'a': 22, 'b': 31, 'c': 98}})
TriangularNumber({'a': 2, 'b': 40, 'c': 50, 'u': MembershipFunctionNaive{'a': 2, 'b': 40, 'c': 50}})
TriangularNumber({'a': 7, 'b': 61, 'c': 79, 'u': MembershipFunctionNaive{'a': 7, 'b': 61, 'c': 79}})
TriangularNumber({'a': 61, 'b': 93, 'c': 97, 'u': MembershipFunctionNaive{'a': 61, 'b': 93, 'c': 97}})
TriangularNumber({'a': 17, 'b': 37, 'c': 95, 'u': MembershipFunctionNaive{'a': 17, 'b': 37, 'c': 95}})
TriangularNumber({'a': 2, 'b': 7, 'c': 66, 'u': MembershipFunctionNaive{'a': 2, 'b': 7, 'c': 66}})
TriangularNumber({'a': 28, 'b': 45, 'c': 56, 'u': MembershipFunctionNaive{'a': 28, 'b': 45, 'c': 56}})
TriangularNumber({'a': 20, 'b': 38, 'c': 98, 'u': MembershipFunctionNaive{'a': 20, 'b': 38, 'c': 98}})
TriangularNumber({'a': 16, 'b': 54, 'c': 84, 'u': MembershipFunctionNaive{'a': 16, 'b': 54, 'c': 84}})
TriangularNumber({'a': 25, 'b': 62, 'c': 72, 'u': MembershipFunctionNaive{'a': 25, 'b': 62, 'c': 72}})
TriangularNumber({'a': 6, 'b': 63, 'c': 64, 'u': MembershipFunctionNaive{'a': 6, 'b': 63, 'c': 64}})
TriangularNumber({'a': 66, 'b': 83, 'c': 84, 'u': MembershipFunctionNaive{'a': 66, 'b': 83, 'c': 84}})
TriangularNumber({'a': 50, 'b': 66, 'c': 90, 'u': MembershipFunctionNaive{'a': 50, 'b': 66, 'c': 90}})
TriangularNumber({'a': 39, 'b': 61, 'c': 71, 'u': MembershipFunctionNaive{'a': 39, 'b': 61, 'c': 71}})
TriangularNumber({'a': 6, 'b': 10, 'c': 39, 'u': MembershipFunctionNaive{'a': 6, 'b': 10, 'c': 39}})
TriangularNumber({'a': 77, 'b': 89, 'c': 94, 'u': MembershipFunctionNaive{'a': 77, 'b': 89, 'c': 94}})
TriangularNumber({'a': 5, 'b': 28, 'c': 30, 'u': MembershipFunctionNaive{'a': 5, 'b': 28, 'c': 30}})
TriangularNumber({'a': 37, 'b': 55, 'c': 56, 'u': MembershipFunctionNaive{'a': 37, 'b': 55, 'c': 56}})
TriangularNumber({'a': 13, 'b': 37, 'c': 59, 'u': MembershipFunctionNaive{'a': 13, 'b': 37, 'c': 59}})
TriangularNumber({'a': 10, 'b': 21, 'c': 90, 'u': MembershipFunctionNaive{'a': 10, 'b': 21, 'c': 90}})
TriangularNumber({'a': 84, 'b': 98, 'c': 99, 'u': MembershipFunctionNaive{'a': 84, 'b': 98, 'c': 99}})
TriangularNumber({'a': 1, 'b': 43, 'c': 71, 'u': MembershipFunctionNaive{'a': 1, 'b': 43, 'c': 71}})
TriangularNumber({'a': 3, 'b': 7, 'c': 49, 'u': MembershipFunctionNaive{'a': 3, 'b': 7, 'c': 49}})
TriangularNumber({'a': 2, 'b': 7, 'c': 20, 'u': MembershipFunctionNaive{'a': 2, 'b': 7, 'c': 20}})
TriangularNumber({'a': 34, 'b': 36, 'c': 56, 'u': MembershipFunctionNaive{'a': 34, 'b': 36, 'c': 56}})
TriangularNumber({'a': 1, 'b': 4, 'c': 27, 'u': MembershipFunctionNaive{'a': 1, 'b': 4, 'c': 27}})
TriangularNumber({'a': 23, 'b': 44, 'c': 50, 'u': MembershipFunctionNaive{'a': 23, 'b': 44, 'c': 50}})
TriangularNumber({'a': 2, 'b': 13, 'c': 20, 'u': MembershipFunctionNaive{'a': 2, 'b': 13, 'c': 20}})
TriangularNumber({'a': 64, 'b': 77, 'c': 100, 'u': MembershipFunctionNaive{'a': 64, 'b': 77, 'c': 100}})
TriangularNumber({'a': 4, 'b': 63, 'c': 85, 'u': MembershipFunctionNaive{'a': 4, 'b': 63, 'c': 85}})
TriangularNumber({'a': 2, 'b': 20, 'c': 33, 'u': MembershipFunctionNaive{'a': 2, 'b': 20, 'c': 33}})
TriangularNumber({'a': 25, 'b': 81, 'c': 87, 'u': MembershipFunctionNaive{'a': 25, 'b': 81, 'c': 87}})
TriangularNumber({'a': 81, 'b': 97, 'c': 98, 'u': MembershipFunctionNaive{'a': 81, 'b': 97, 'c': 98}})
TriangularNumber({'a': 18, 'b': 69, 'c': 95, 'u': MembershipFunctionNaive{'a': 18, 'b': 69, 'c': 95}})
TriangularNumber({'a': 7, 'b': 10, 'c': 28, 'u': MembershipFunctionNaive{'a': 7, 'b': 10, 'c': 28}})
TriangularNumber({'a': 44, 'b': 54, 'c': 65, 'u': MembershipFunctionNaive{'a': 44, 'b': 54, 'c': 65}})
TriangularNumber({'a': 22, 'b': 52, 'c': 83, 'u': MembershipFunctionNaive{'a': 22, 'b': 52, 'c': 83}})
TriangularNumber({'a': 4, 'b': 5, 'c': 32, 'u': MembershipFunctionNaive{'a': 4, 'b': 5, 'c': 32}})
TriangularNumber({'a': 49, 'b': 50, 'c': 73, 'u': MembershipFunctionNaive{'a': 49, 'b': 50, 'c': 73}})
TriangularNumber({'a': 50, 'b': 52, 'c': 93, 'u': MembershipFunctionNaive{'a': 50, 'b': 52, 'c': 93}})
TriangularNumber({'a': 56, 'b': 99, 'c': 100, 'u': MembershipFunctionNaive{'a': 56, 'b': 99, 'c': 100}})
TriangularNumber({'a': 57, 'b': 64, 'c': 88, 'u': MembershipFunctionNaive{'a': 57, 'b': 64, 'c': 88}})
TriangularNumber({'a': 40, 'b': 53, 'c': 91, 'u': MembershipFunctionNaive{'a': 40, 'b': 53, 'c': 91}})
TriangularNumber({'a': 18, 'b': 81, 'c': 90, 'u': MembershipFunctionNaive{'a': 18, 'b': 81, 'c': 90}})
TriangularNumber({'a': 57, 'b': 61, 'c': 89, 'u': MembershipFunctionNaive{'a': 57, 'b': 61, 'c': 89}})
TriangularNumber({'a': 12, 'b': 29, 'c': 73, 'u': MembershipFunctionNaive{'a': 12, 'b': 29, 'c': 73}})
TriangularNumber({'a': 5, 'b': 14, 'c': 50, 'u': MembershipFunctionNaive{'a': 5, 'b': 14, 'c': 50}})
TriangularNumber({'a': 33, 'b': 44, 'c': 75, 'u': MembershipFunctionNaive{'a': 33, 'b': 44, 'c': 75}})
TriangularNumber({'a': 40, 'b': 94, 'c': 99, 'u': MembershipFunctionNaive{'a': 40, 'b': 94, 'c': 99}})
TriangularNumber({'a': 62, 'b': 80, 'c': 88, 'u': MembershipFunctionNaive{'a': 62, 'b': 80, 'c': 88}})
TriangularNumber({'a': 2, 'b': 98, 'c': 100, 'u': MembershipFunctionNaive{'a': 2, 'b': 98, 'c': 100}})
TriangularNumber({'a': 15, 'b': 59, 'c': 80, 'u': MembershipFunctionNaive{'a': 15, 'b': 59, 'c': 80}})
TriangularNumber({'a': 40, 'b': 98, 'c': 100, 'u': MembershipFunctionNaive{'a': 40, 'b': 98, 'c': 100}})
TriangularNumber({'a': 22, 'b': 74, 'c': 77, 'u': MembershipFunctionNaive{'a': 22, 'b': 74, 'c': 77}})
TriangularNumber({'a': 35, 'b': 72, 'c': 81, 'u': MembershipFunctionNaive{'a': 35, 'b': 72, 'c': 81}})
TriangularNumber({'a': 22, 'b': 64, 'c': 96, 'u': MembershipFunctionNaive{'a': 22, 'b': 64, 'c': 96}})
TriangularNumber({'a': 18, 'b': 41, 'c': 66, 'u': MembershipFunctionNaive{'a': 18, 'b': 41, 'c': 66}})
TriangularNumber({'a': 3, 'b': 20, 'c': 66, 'u': MembershipFunctionNaive{'a': 3, 'b': 20, 'c': 66}})
TriangularNumber({'a': 3, 'b': 5, 'c': 82, 'u': MembershipFunctionNaive{'a': 3, 'b': 5, 'c': 82}})
TriangularNumber({'a': 6, 'b': 74, 'c': 78, 'u': MembershipFunctionNaive{'a': 6, 'b': 74, 'c': 78}})
TriangularNumber({'a': 69, 'b': 85, 'c': 92, 'u': MembershipFunctionNaive{'a': 69, 'b': 85, 'c': 92}})
TriangularNumber({'a': 21, 'b': 99, 'c': 100, 'u': MembershipFunctionNaive{'a': 21, 'b': 99, 'c': 100}})
TriangularNumber({'a': 20, 'b': 81, 'c': 96, 'u': MembershipFunctionNaive{'a': 20, 'b': 81, 'c': 96}})
TriangularNumber({'a': 22, 'b': 24, 'c': 28, 'u': MembershipFunctionNaive{'a': 22, 'b': 24, 'c': 28}})
TriangularNumber({'a': 47, 'b': 51, 'c': 55, 'u': MembershipFunctionNaive{'a': 47, 'b': 51, 'c': 55}})
TriangularNumber({'a': 13, 'b': 14, 'c': 37, 'u': MembershipFunctionNaive{'a': 13, 'b': 14, 'c': 37}})
TriangularNumber({'a': 60, 'b': 69, 'c': 83, 'u': MembershipFunctionNaive{'a': 60, 'b': 69, 'c': 83}})
TriangularNumber({'a': 6, 'b': 11, 'c': 24, 'u': MembershipFunctionNaive{'a': 6, 'b': 11, 'c': 24}})
TriangularNumber({'a': 19, 'b': 45, 'c': 84, 'u': MembershipFunctionNaive{'a': 19, 'b': 45, 'c': 84}})
TriangularNumber({'a': 23, 'b': 24, 'c': 57, 'u': MembershipFunctionNaive{'a': 23, 'b': 24, 'c': 57}})
TriangularNumber({'a': 78, 'b': 92, 'c': 98, 'u': MembershipFunctionNaive{'a': 78, 'b': 92, 'c': 98}})
TriangularNumber({'a': 33, 'b': 35, 'c': 77, 'u': MembershipFunctionNaive{'a': 33, 'b': 35, 'c': 77}})
TriangularNumber({'a': 15, 'b': 77, 'c': 98, 'u': MembershipFunctionNaive{'a': 15, 'b': 77, 'c': 98}})
TriangularNumber({'a': 3, 'b': 5, 'c': 68, 'u': MembershipFunctionNaive{'a': 3, 'b': 5, 'c': 68}})
TriangularNumber({'a': 8, 'b': 34, 'c': 54, 'u': MembershipFunctionNaive{'a': 8, 'b': 34, 'c': 54}})
TriangularNumber({'a': 54, 'b': 87, 'c': 90, 'u': MembershipFunctionNaive{'a': 54, 'b': 87, 'c': 90}})
TriangularNumber({'a': 8, 'b': 11, 'c': 61, 'u': MembershipFunctionNaive{'a': 8, 'b': 11, 'c': 61}})
TriangularNumber({'a': 50, 'b': 58, 'c': 82, 'u': MembershipFunctionNaive{'a': 50, 'b': 58, 'c': 82}})
TriangularNumber({'a': 7, 'b': 16, 'c': 89, 'u': MembershipFunctionNaive{'a': 7, 'b': 16, 'c': 89}})
TriangularNumber({'a': 61, 'b': 71, 'c': 95, 'u': MembershipFunctionNaive{'a': 61, 'b': 71, 'c': 95}})
TriangularNumber({'a': 36, 'b': 71, 'c': 99, 'u': MembershipFunctionNaive{'a': 36, 'b': 71, 'c': 99}})
TriangularNumber({'a': 10, 'b': 70, 'c': 75, 'u': MembershipFunctionNaive{'a': 10, 'b': 70, 'c': 75}})
TriangularNumber({'a': 10, 'b': 27, 'c': 80, 'u': MembershipFunctionNaive{'a': 10, 'b': 27, 'c': 80}})
TriangularNumber({'a': 63, 'b': 94, 'c': 100, 'u': MembershipFunctionNaive{'a': 63, 'b': 94, 'c': 100}})
TriangularNumber({'a': 5, 'b': 61, 'c': 73, 'u': MembershipFunctionNaive{'a': 5, 'b': 61, 'c': 73}})
TriangularNumber({'a': 1, 'b': 55, 'c': 95, 'u': MembershipFunctionNaive{'a': 1, 'b': 55, 'c': 95}})
TriangularNumber({'a': 10, 'b': 24, 'c': 90, 'u': MembershipFunctionNaive{'a': 10, 'b': 24, 'c': 90}})
TriangularNumber({'a': 17, 'b': 25, 'c': 91, 'u': MembershipFunctionNaive{'a': 17, 'b': 25, 'c': 91}})
TriangularNumber({'a': 13, 'b': 22, 'c': 58, 'u': MembershipFunctionNaive{'a': 13, 'b': 22, 'c': 58}})
TriangularNumber({'a': 3, 'b': 66, 'c': 85, 'u': MembershipFunctionNaive{'a': 3, 'b': 66, 'c': 85}})
TriangularNumber({'a': 26, 'b': 37, 'c': 80, 'u': MembershipFunctionNaive{'a': 26, 'b': 37, 'c': 80}})
TriangularNumber({'a': 15, 'b': 16, 'c': 79, 'u': MembershipFunctionNaive{'a': 15, 'b': 16, 'c': 79}})
TriangularNumber({'a': 46, 'b': 62, 'c': 64, 'u': MembershipFunctionNaive{'a': 46, 'b': 62, 'c': 64}})
TriangularNumber({'a': 14, 'b': 15, 'c': 64, 'u': MembershipFunctionNaive{'a': 14, 'b': 15, 'c': 64}})
TriangularNumber({'a': 18, 'b': 23, 'c': 44, 'u': MembershipFunctionNaive{'a': 18, 'b': 23, 'c': 44}})
TriangularNumber({'a': 33, 'b': 65, 'c': 74, 'u': MembershipFunctionNaive{'a': 33, 'b': 65, 'c': 74}})
TriangularNumber({'a': 8, 'b': 67, 'c': 75, 'u': MembershipFunctionNaive{'a': 8, 'b': 67, 'c': 75}})
TriangularNumber({'a': 6, 'b': 25, 'c': 76, 'u': MembershipFunctionNaive{'a': 6, 'b': 25, 'c': 76}})
TriangularNumber({'a': 5, 'b': 76, 'c': 81, 'u': MembershipFunctionNaive{'a': 5, 'b': 76, 'c': 81}})
TriangularNumber({'a': 28, 'b': 54, 'c': 89, 'u': MembershipFunctionNaive{'a': 28, 'b': 54, 'c': 89}})
TriangularNumber({'a': 62, 'b': 70, 'c': 86, 'u': MembershipFunctionNaive{'a': 62, 'b': 70, 'c': 86}})
TriangularNumber({'a': 49, 'b': 56, 'c': 60, 'u': MembershipFunctionNaive{'a': 49, 'b': 56, 'c': 60}})
TriangularNumber({'a': 3, 'b': 25, 'c': 87, 'u': MembershipFunctionNaive{'a': 3, 'b': 25, 'c': 87}})
TriangularNumber({'a': 52, 'b': 59, 'c': 98, 'u': MembershipFunctionNaive{'a': 52, 'b': 59, 'c': 98}})
TriangularNumber({'a': 21, 'b': 61, 'c': 94, 'u': MembershipFunctionNaive{'a': 21, 'b': 61, 'c': 94}})
TriangularNumber({'a': 55, 'b': 84, 'c': 85, 'u': MembershipFunctionNaive{'a': 55, 'b': 84, 'c': 85}})
TriangularNumber({'a': 12, 'b': 26, 'c': 49, 'u': MembershipFunctionNaive{'a': 12, 'b': 26, 'c': 49}})
TriangularNumber({'a': 8, 'b': 30, 'c': 91, 'u': MembershipFunctionNaive{'a': 8, 'b': 30, 'c': 91}})
TriangularNumber({'a': 38, 'b': 66, 'c': 76, 'u': MembershipFunctionNaive{'a': 38, 'b': 66, 'c': 76}})
TriangularNumber({'a': 1, 'b': 5, 'c': 31, 'u': MembershipFunctionNaive{'a': 1, 'b': 5, 'c': 31}})
TriangularNumber({'a': 29, 'b': 60, 'c': 79, 'u': MembershipFunctionNaive{'a': 29, 'b': 60, 'c': 79}})
TriangularNumber({'a': 2, 'b': 3, 'c': 98, 'u': MembershipFunctionNaive{'a': 2, 'b': 3, 'c': 98}})
TriangularNumber({'a': 44, 'b': 62, 'c': 78, 'u': MembershipFunctionNaive{'a': 44, 'b': 62, 'c': 78}})
TriangularNumber({'a': 19, 'b': 32, 'c': 91, 'u': MembershipFunctionNaive{'a': 19, 'b': 32, 'c': 91}})
TriangularNumber({'a': 18, 'b': 37, 'c': 77, 'u': MembershipFunctionNaive{'a': 18, 'b': 37, 'c': 77}})
TriangularNumber({'a': 23, 'b': 63, 'c': 86, 'u': MembershipFunctionNaive{'a': 23, 'b': 63, 'c': 86}})
TriangularNumber({'a': 9, 'b': 82, 'c': 89, 'u': MembershipFunctionNaive{'a': 9, 'b': 82, 'c': 89}})
TriangularNumber({'a': 3, 'b': 13, 'c': 50, 'u': MembershipFunctionNaive{'a': 3, 'b': 13, 'c': 50}})
TriangularNumber({'a': 15, 'b': 20, 'c': 57, 'u': MembershipFunctionNaive{'a': 15, 'b': 20, 'c': 57}})
TriangularNumber({'a': 67, 'b': 88, 'c': 99, 'u': MembershipFunctionNaive{'a': 67, 'b': 88, 'c': 99}})
TriangularNumber({'a': 11, 'b': 31, 'c': 39, 'u': MembershipFunctionNaive{'a': 11, 'b': 31, 'c': 39}})
TriangularNumber({'a': 7, 'b': 43, 'c': 47, 'u': MembershipFunctionNaive{'a': 7, 'b': 43, 'c': 47}})
TriangularNumber({'a': 13, 'b': 29, 'c': 49, 'u': MembershipFunctionNaive{'a': 13, 'b': 29, 'c': 49}})
TriangularNumber({'a': 35, 'b': 60, 'c': 67, 'u': MembershipFunctionNaive{'a': 35, 'b': 60, 'c': 67}})
TriangularNumber({'a': 55, 'b': 67, 'c': 77, 'u': MembershipFunctionNaive{'a': 55, 'b': 67, 'c': 77}})
TriangularNumber({'a': 16, 'b': 53, 'c': 87, 'u': MembershipFunctionNaive{'a': 16, 'b': 53, 'c': 87}})
TriangularNumber({'a': 28, 'b': 43, 'c': 99, 'u': MembershipFunctionNaive{'a': 28, 'b': 43, 'c': 99}})
TriangularNumber({'a': 17, 'b': 71, 'c': 85, 'u': MembershipFunctionNaive{'a': 17, 'b': 71, 'c': 85}})
TriangularNumber({'a': 72, 'b': 76, 'c': 94, 'u': MembershipFunctionNaive{'a': 72, 'b': 76, 'c': 94}})
TriangularNumber({'a': 7, 'b': 15, 'c': 99, 'u': MembershipFunctionNaive{'a': 7, 'b': 15, 'c': 99}})
TriangularNumber({'a': 7, 'b': 27, 'c': 99, 'u': MembershipFunctionNaive{'a': 7, 'b': 27, 'c': 99}})
TriangularNumber({'a': 30, 'b': 39, 'c': 66, 'u': MembershipFunctionNaive{'a': 30, 'b': 39, 'c': 66}})
